Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (m),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers,Mach number,Reynolds number ,Thrust (N),Drag force (N),Drag coefficient,Axial drag coefficient,Friction drag coefficient,Pressure drag coefficient,Base drag coefficient,Normal force coefficient,Pitch moment coefficient,Yaw moment coefficient,Side force coefficient,Roll moment coefficient,Roll forcing coefficient,Roll damping coefficient,Pitch damping coefficient,Coriolis acceleration (G),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s),Air_density(kg/m^3),cross sectional area(m)
1.75,259.9544712,183.03209520000001,-12.459,600.702,12.466,20.392,0.001,6.2154816,0.003,15.622,0.435,28.61,-80.6,0.998,0.005,-4.864e-07,0.003,-0.002,612.886,130.0,2.105,0.021,33.564,28.454,1.703,0.539,13830000.0,0.0,68.929,0.755,0.755,0.293,0.305,0.158,0.0008367,0.002,6.637e-05,0.0,0.0,0.0,0.0,5.603e-06,0.002,3.0,7.069,87.914,0.047,6.548,56.935,982.817,1114.48,0.05,0.017,1.22264,0.19558
1.8,268.9567392,177.12080400000002,-11.668,581.297,11.675,21.155,0.001,6.448044,0.003,14.918,0.384,28.61,-80.6,0.998,0.009,-8.587e-07,-0.003,0.0002108,612.886,130.0,2.105,0.021,33.548,28.454,1.698,0.522,13370000.0,0.0,64.17,0.752,0.752,0.293,0.303,0.155,0.002,0.003,-0.0001841,0.0,0.0,0.0,0.0,-4.132e-06,0.002,3.0,7.069,87.842,0.086,6.923,56.829,981.764,1114.363,0.05,0.017,1.22264,0.19558
1.85,277.6728,171.576492,-10.956,563.098,10.962,21.887,0.002,6.671157600000001,0.004,14.374,0.359,28.61,-80.6,0.998,0.01,-5.681e-07,0.0004966,0.0001753,612.886,130.0,2.105,0.021,33.536,28.454,1.694,0.506,12940000.0,0.0,59.889,0.748,0.748,0.294,0.301,0.153,0.002,0.003,-0.0003573,0.0,0.0,0.0,0.0,1.426e-07,0.002,3.0,7.069,87.799,0.046,6.952,56.726,980.743,1114.25,0.05,0.017,1.22264,0.19558
1.9,286.12002720000004,166.36441200000002,-10.312,545.989,10.319,22.591,0.002,6.885736800000001,0.006,13.795,0.381,28.61,-80.6,0.998,0.011,-5.213e-07,0.001,0.0002672,612.886,130.0,2.105,0.021,33.526,28.454,1.691,0.49,12540000.0,0.0,56.025,0.745,0.745,0.294,0.299,0.151,0.002,0.003,-0.0001536,0.0,0.0,0.0,0.0,7.234e-07,0.002,3.0,7.069,87.81,0.012,7.228,56.626,979.754,1114.14,0.05,0.017,1.22264,0.19558
1.95,294.3139656,161.45286480000001,-9.73,529.866,9.736,23.266,0.003,7.0914768,0.007,13.219,0.329,28.61,-80.6,0.998,0.004,-4.5e-07,0.000145,-9.756e-05,612.886,130.0,2.105,0.021,33.52,28.454,1.689,0.476,12160000.0,0.0,52.519,0.742,0.742,0.295,0.298,0.149,0.0007158,0.001,-0.0002806,0.0,0.0,0.0,0.0,1.373e-08,0.002,3.0,7.069,87.807,0.016,7.023,56.53,978.795,1114.033,0.05,0.017,1.22264,0.19558
2,302.2695504,156.81350400000002,-9.2,514.637,9.205,23.915,0.003,7.2892920000000005,0.008,12.731,0.299,28.61,-80.6,0.998,0.009,-4.567e-07,0.001,0.0001851,612.886,130.0,2.105,0.021,33.51,28.454,1.685,0.462,11810000.0,0.0,49.328,0.739,0.739,0.295,0.297,0.148,0.001,0.002,0.0004517,0.0,0.0,0.0,0.0,1.124e-06,0.002,3.0,7.069,87.812,0.066,6.791,56.436,977.864,1113.929,0.05,0.018,1.22264,0.19558
2.05,309.9995832,152.42286000000001,-8.715,500.225,8.721,24.539,0.004,7.479487200000001,0.009,12.246,0.305,28.61,-80.6,0.998,0.007,-4.23e-07,-0.0008094,0.0001572,612.886,130.0,2.105,0.021,33.503,28.454,1.683,0.449,11470000.0,0.0,46.417,0.737,0.737,0.295,0.295,0.146,0.001,0.002,0.0003722,0.0,0.0,0.0,0.0,-4.8e-07,0.002,3.0,7.069,87.838,0.076,6.723,56.345,976.959,1113.829,0.05,0.018,1.22264,0.19558
2.1,317.51564640000004,148.2595968,-8.272,486.559,8.277,25.139,0.005,7.6623672,0.01,11.762,0.281,28.61,-80.6,0.998,0.004,-4.127e-07,-0.0001456,-4.815e-05,612.886,130.0,2.105,0.021,33.498,28.454,1.681,0.437,11150000.0,0.0,43.75,0.735,0.735,0.296,0.294,0.145,0.0005908,0.0008846,0.0003426,0.0,0.0,0.0,0.0,-1.643e-08,0.002,3.0,7.069,87.849,0.037,6.572,56.256,976.079,1113.731,0.05,0.018,1.22264,0.19558
2.15,324.8290176,144.30451200000002,-7.866,473.576,7.869,25.717,0.005,7.8385416,0.012,11.363,0.233,28.61,-80.6,0.998,0.016,-4.377e-07,0.002,-0.0004173,612.886,130.0,2.105,0.021,33.487,28.454,1.678,0.425,10850000.0,0.0,41.298,0.733,0.733,0.296,0.293,0.144,0.003,0.005,0.0003706,0.0,0.0,0.0,0.0,3.413e-06,0.002,3.0,7.069,87.86,-0.002,6.116,56.17,975.223,1113.636,0.05,0.018,1.22264,0.19558
2.2,331.94945040000005,140.5411464,-7.489,461.223,7.494,26.276,0.006,8.0089248,0.013,10.971,0.257,28.61,-80.6,0.998,0.011,-4.887e-07,-0.001,-4.476e-05,612.886,130.0,2.105,0.021,33.483,28.454,1.676,0.414,10560000.0,0.0,39.043,0.731,0.731,0.296,0.292,0.142,0.002,0.003,-0.0002405,0.0,0.0,0.0,0.0,-1.076e-06,0.002,3.0,7.069,87.898,-0.013,6.075,56.086,974.389,1113.543,0.05,0.019,1.22264,0.19558
2.25,338.8860888,136.9551744,-7.142,449.451,7.148,26.813,0.006,8.1726024,0.013,10.51,0.277,28.61,-80.6,0.998,0.036,-4.507e-07,0.002,-0.0001495,612.886,130.0,2.105,0.021,33.47,28.454,1.672,0.404,10280000.0,0.0,36.963,0.729,0.729,0.297,0.291,0.141,0.006,0.01,0.0003586,0.0,0.0,0.0,0.0,2.681e-06,0.002,3.0,7.069,87.902,0.023,6.348,56.004,973.577,1113.452,0.05,0.019,1.22264,0.19558
2.3,345.64777200000003,133.5325752,-6.823,438.215,6.827,27.327,0.006,8.329269600000002,0.014,10.088,0.227,28.61,-80.6,0.998,0.005,-5.38e-07,0.003,-0.001,612.886,130.0,2.105,0.021,33.475,28.454,1.674,0.394,10020000.0,0.0,35.036,0.727,0.727,0.297,0.29,0.14,0.0007381,0.001,-0.0002666,0.0,0.0,0.0,0.0,1.017e-05,0.002,3.0,7.069,87.84,0.085,6.47,55.924,972.786,1113.364,0.05,0.019,1.22264,0.19558
2.35,352.24181519999996,130.2599376,-6.528,427.474,6.53,27.824,0.007,8.4807552,0.014,9.778,0.18,28.61,-80.6,0.998,0.029,-4.15e-07,-0.002,-0.0003071,612.886,130.0,2.105,0.021,33.462,28.454,1.669,0.384,9769000.0,0.0,33.249,0.726,0.726,0.297,0.289,0.139,0.005,0.008,0.00032,0.0,0.0,0.0,0.0,-4.683e-06,0.002,3.0,7.069,87.772,0.088,6.561,55.847,972.014,1113.279,0.05,0.019,1.22264,0.19558
2.4,358.67583840000003,127.127508,-6.252,417.194,6.254,28.306,0.008,8.6276688,0.016,9.531,0.161,28.61,-80.6,0.998,0.038,-4.447e-07,0.001,-5.289e-05,612.886,130.0,2.105,0.021,33.455,28.454,1.667,0.375,9529000.0,0.0,31.586,0.724,0.724,0.297,0.289,0.138,0.006,0.01,-0.0001188,0.0,0.0,0.0,0.0,1.523e-06,0.002,3.0,7.069,87.763,0.043,6.415,55.771,971.26,1113.195,0.05,0.02,1.22264,0.19558
2.45,364.956852,124.12675200000001,-5.991,407.344,5.996,28.775,0.008,8.77062,0.017,9.198,0.239,28.61,-80.6,0.998,0.04,-4.564e-07,-0.0003977,-9.259e-05,612.886,130.0,2.105,0.021,33.45,28.454,1.665,0.366,9300000.0,0.0,30.041,0.723,0.723,0.298,0.288,0.137,0.006,0.011,-0.0001701,0.0,0.0,0.0,0.0,-1.747e-07,0.002,3.0,7.069,87.797,0.011,6.853,55.697,970.525,1113.113,0.05,0.02,1.22264,0.19558
2.5,371.09064720000003,121.2488304,-5.751,397.895,5.756,29.224,0.009,8.9074752,0.017,8.783,0.24,28.61,-80.6,0.998,0.05,-4.986e-07,0.003,-7.94e-05,612.886,130.0,2.105,0.021,33.443,28.454,1.663,0.358,9080000.0,0.0,28.599,0.722,0.722,0.298,0.287,0.137,0.008,0.014,0.0002374,0.0,0.0,0.0,0.0,1.206e-05,0.002,3.0,7.069,87.773,0.009,7.099,55.624,969.807,1113.033,0.05,0.02,1.22264,0.19558
2.55,377.08362480000005,118.4839896,-5.529,388.819,5.532,29.655,0.009,9.038844000000001,0.018,8.459,0.163,28.61,-80.6,0.998,0.021,-4.586e-07,-0.004,0.0001177,612.886,130.0,2.105,0.021,33.449,28.454,1.665,0.35,8869000.0,0.0,27.248,0.721,0.721,0.298,0.287,0.136,0.003,0.005,-0.000409,0.0,0.0,0.0,0.0,-1.867e-05,0.002,3.0,7.069,87.689,0.041,7.041,55.554,969.106,1112.955,0.05,0.021,1.22264,0.19558
2.6,382.9409664,115.8243048,-5.321,380.09,5.322,30.073,0.01,9.166250400000001,0.019,8.259,0.116,28.61,-80.6,0.998,0.065,-3.674e-07,-0.0009127,-8.869e-05,612.886,130.0,2.105,0.021,33.431,28.454,1.659,0.342,8666000.0,0.0,25.984,0.719,0.719,0.298,0.286,0.135,0.011,0.018,-0.00038,0.0,0.0,0.0,0.0,-1.057e-06,0.002,3.0,7.069,87.635,0.068,6.923,55.485,968.42,1112.879,0.05,0.021,1.22264,0.19558
2.65,388.6675488,113.2642896,-5.123,371.689,5.124,30.481,0.01,9.290608800000001,0.019,8.079,0.129,28.61,-80.6,0.998,0.044,-3.58e-07,0.003,5.588e-05,612.886,130.0,2.105,0.021,33.435,28.454,1.66,0.334,8470000.0,0.0,24.798,0.718,0.718,0.298,0.286,0.135,0.007,0.012,-0.0002458,0.0,0.0,0.0,0.0,1.17e-05,0.001,3.0,7.069,87.663,0.06,6.78,55.417,967.749,1112.804,0.05,0.021,1.22264,0.19558
2.7,394.2688584,110.79906720000001,-4.935,363.598,4.938,30.879,0.011,9.411919200000002,0.02,7.824,0.182,28.61,-80.6,0.998,0.028,-3.975e-07,-0.003,7.182e-06,612.886,130.0,2.105,0.021,33.438,28.454,1.661,0.327,8282000.0,0.0,23.685,0.717,0.717,0.298,0.285,0.134,0.004,0.007,3.208e-05,0.0,0.0,0.0,0.0,-1.603e-05,0.001,3.0,7.069,87.737,0.018,6.768,55.351,967.094,1112.731,0.05,0.022,1.22264,0.19558
2.75,399.7491624,108.42284640000001,-4.76,355.797,4.765,31.262,0.011,9.5286576,0.021,7.481,0.217,28.61,-80.6,0.998,0.081,-4.143e-07,0.0002626,-7.93e-05,612.886,130.0,2.105,0.021,33.417,28.454,1.654,0.32,8101000.0,0.0,22.639,0.716,0.717,0.298,0.285,0.133,0.013,0.021,-0.0004742,0.0,0.0,0.0,0.0,9.986e-08,0.001,3.0,7.069,87.773,-0.013,6.926,55.287,966.452,1112.66,0.05,0.022,1.22264,0.19558
2.8,405.1124232,106.12953120000002,-4.597,348.267,4.6,31.628,0.012,9.640214400000001,0.021,7.154,0.176,28.61,-80.6,0.998,0.039,-3.765e-07,0.004,2.862e-05,612.886,130.0,2.105,0.021,33.428,28.454,1.658,0.313,7926000.0,0.0,21.653,0.716,0.716,0.299,0.284,0.133,0.006,0.011,-0.0004018,0.0,0.0,0.0,0.0,1.992e-05,0.001,3.0,7.069,87.728,-0.0001004,6.904,55.223,965.824,1112.59,0.05,0.022,1.22264,0.19558
2.85,410.36321280000004,103.91302560000001,-4.445,340.992,4.446,31.979,0.012,9.7471992,0.022,6.931,0.111,28.61,-80.6,0.998,0.04,-4.525e-07,-0.004,0.0001141,612.886,130.0,2.105,0.021,33.426,28.454,1.657,0.307,7758000.0,0.0,20.723,0.715,0.715,0.299,0.284,0.132,0.006,0.01,-0.0004411,0.0,0.0,0.0,0.0,-1.994e-05,0.001,3.0,7.069,87.649,0.021,6.776,55.161,965.21,1112.522,0.05,0.022,1.22264,0.19558
2.9,415.504884,101.7690624,-4.3,333.957,4.301,32.322,0.012,9.851745600000001,0.022,6.791,0.082,28.61,-80.6,0.998,0.076,-4.085e-07,-0.0003641,3.194e-05,612.886,130.0,2.105,0.021,33.411,28.454,1.652,0.3,7594000.0,0.0,19.845,0.714,0.714,0.299,0.283,0.132,0.012,0.02,-0.0004638,0.0,0.0,0.0,0.0,-2.179e-07,0.001,3.0,7.069,87.61,0.045,6.657,55.101,964.608,1112.455,0.05,0.023,1.22264,0.19558
2.95,420.54139920000006,99.69520320000001,-4.16,327.152,4.162,32.658,0.013,9.9541584,0.022,6.639,0.114,28.61,-80.6,0.998,0.025,-4.093e-07,0.002,-9.889e-06,612.886,130.0,2.105,0.021,33.426,28.454,1.657,0.294,7437000.0,0.0,19.016,0.713,0.713,0.299,0.283,0.131,0.004,0.007,-0.00037,0.0,0.0,0.0,0.0,8.872e-06,0.001,3.0,7.069,87.636,0.045,6.729,55.041,964.018,1112.389,0.05,0.023,1.22264,0.19558
3,425.4755016,97.6877904,-4.029,320.563,4.031,32.985,0.013,10.053828000000001,0.023,6.454,0.116,28.61,-80.6,0.998,0.01,-4.663e-07,0.003,-6.775e-05,612.886,130.0,2.105,0.021,33.429,28.454,1.658,0.288,7284000.0,0.0,18.23,0.713,0.713,0.299,0.283,0.131,0.002,0.003,-0.000336,0.0,0.0,0.0,0.0,1.998e-05,0.001,3.0,7.069,87.691,0.026,6.417,54.983,963.44,1112.325,0.05,0.023,1.22264,0.19558
3.05,430.3111536,95.7431664,-3.904,314.179,3.907,33.303,0.013,10.1507544,0.023,6.232,0.151,28.61,-80.6,0.998,0.054,-4.003e-07,-0.002,-8.502e-05,612.886,130.0,2.105,0.021,33.412,28.454,1.653,0.283,7136000.0,0.0,17.487,0.712,0.712,0.299,0.282,0.13,0.009,0.014,0.0001012,0.0,0.0,0.0,0.0,-7.884e-06,0.001,3.0,7.069,87.745,0.019,6.465,54.926,962.874,1112.262,0.05,0.023,1.22264,0.19558
3.1,435.0507936000001,93.85797840000001,-3.786,307.991,3.79,33.608,0.014,10.243718399999999,0.023,5.966,0.166,28.61,-80.6,0.998,0.087,-4.283e-07,0.001,-5.297e-05,612.886,130.0,2.105,0.021,33.399,28.454,1.649,0.277,6993000.0,0.0,16.783,0.711,0.711,0.299,0.282,0.13,0.014,0.023,-5.826e-05,0.0,0.0,0.0,0.0,2.907e-06,0.001,3.0,7.069,87.754,0.024,6.605,54.87,962.319,1112.2,0.05,0.024,1.22264,0.19558
3.15,439.6977744,92.02826400000001,-3.677,301.985,3.679,33.9,0.014,10.33272,0.024,5.739,0.116,28.61,-80.6,0.998,0.012,-3.952e-07,0.003,-9.241e-05,612.886,130.0,2.105,0.021,33.423,28.454,1.656,0.272,6854000.0,0.0,16.113,0.711,0.711,0.299,0.282,0.13,0.002,0.003,-0.0003329,0.0,0.0,0.0,0.0,1.929e-05,0.001,3.0,7.069,87.706,0.029,6.399,54.816,961.775,1112.14,0.05,0.024,1.22264,0.19558
3.2,444.2545344,90.25128000000001,-3.573,296.153,3.573,34.183,0.014,10.4189784,0.024,5.596,0.071,28.61,-80.6,0.998,0.061,-4.166e-07,-0.002,1.988e-05,612.886,130.0,2.105,0.021,33.405,28.454,1.65,0.266,6719000.0,0.0,15.477,0.71,0.71,0.299,0.281,0.129,0.01,0.016,-0.0004511,0.0,0.0,0.0,0.0,-8.791e-06,0.001,3.0,7.069,87.651,0.03,6.203,54.762,961.242,1112.08,0.05,0.024,1.22264,0.19558
3.25,448.7238168,88.52428320000001,-3.471,290.486,3.473,34.46,0.015,10.503408,0.024,5.469,0.092,28.61,-80.6,0.998,0.021,-4.019e-07,-0.0005087,-2.68e-05,612.886,130.0,2.105,0.021,33.416,28.454,1.654,0.261,6589000.0,0.0,14.873,0.71,0.71,0.3,0.281,0.129,0.003,0.005,-0.0001127,0.0,0.0,0.0,0.0,-5.621e-07,0.001,3.0,7.069,87.631,0.029,6.449,54.709,960.719,1112.022,0.05,0.024,1.22264,0.19558
3.3,453.10775520000004,86.8460544,-3.375,284.977,3.377,34.729,0.015,10.5853992,0.025,5.308,0.106,28.61,-80.6,0.998,0.011,-4.027e-07,0.0003676,-1.467e-05,612.886,130.0,2.105,0.021,33.418,28.454,1.655,0.256,6462000.0,0.0,14.299,0.709,0.709,0.3,0.281,0.129,0.002,0.003,-3.478e-06,0.0,0.0,0.0,0.0,3.05e-07,0.001,3.0,7.069,87.626,0.033,6.573,54.657,960.206,1111.965,0.05,0.025,1.22264,0.19558
3.35,457.4090928,85.2138504,-3.283,279.62,3.286,34.99,0.015,10.664952000000001,0.025,5.122,0.12,28.61,-80.6,0.998,0.045,-4.016e-07,0.001,-1.945e-05,612.886,130.0,2.105,0.021,33.405,28.454,1.65,0.252,6338000.0,0.0,13.752,0.708,0.708,0.3,0.281,0.128,0.007,0.012,3.392e-06,0.0,0.0,0.0,0.0,4.816e-06,0.001,3.0,7.069,87.612,0.041,6.778,54.607,959.702,1111.909,0.05,0.025,1.22264,0.19558
3.4,461.6299632000001,83.62492800000001,-3.198,274.405,3.199,35.242,0.015,10.7417616,0.025,4.974,0.068,28.61,-80.6,0.998,0.053,-3.999e-07,-0.001,-4.534e-06,612.886,130.0,2.105,0.021,33.401,28.454,1.649,0.247,6217000.0,0.0,13.228,0.708,0.708,0.3,0.28,0.128,0.008,0.014,-0.0002251,0.0,0.0,0.0,0.0,-3.461e-06,0.001,3.0,7.069,87.581,0.049,6.331,54.557,959.208,1111.854,0.05,0.025,1.22264,0.19558
3.45,465.77250000000004,82.0771536,-3.114,269.326,3.116,35.488,0.016,10.8167424,0.026,4.842,0.097,28.61,-80.6,0.998,0.012,-4.062e-07,0.0006895,-9.765e-05,612.886,130.0,2.105,0.021,33.414,28.454,1.653,0.242,6101000.0,0.0,12.731,0.708,0.708,0.3,0.28,0.128,0.002,0.003,-0.0004579,0.0,0.0,0.0,0.0,1.201e-06,0.001,3.0,7.069,87.568,0.059,6.666,54.508,958.723,1111.8,0.05,0.025,1.22264,0.19558
3.5,469.838532,80.5696128,-3.036,264.378,3.037,35.726,0.016,10.8892848,0.026,4.696,0.084,28.61,-80.6,0.998,0.008,-4.104e-07,-0.0006014,-1.912e-05,612.886,130.0,2.105,0.021,33.414,28.454,1.653,0.238,5987000.0,0.0,12.255,0.707,0.707,0.3,0.28,0.127,0.001,0.002,3.61e-05,0.0,0.0,0.0,0.0,-9.482e-07,0.001,3.0,7.069,87.556,0.058,6.539,54.46,958.247,1111.747,0.05,0.025,1.22264,0.19558
3.55,473.829888,79.0998672,-2.96,259.554,2.961,35.958,0.017,10.9599984,0.026,4.575,0.07,28.61,-80.6,0.998,0.034,-4.083e-07,0.0001487,-5.884e-05,612.886,130.0,2.105,0.021,33.404,28.454,1.65,0.234,5875000.0,0.0,11.8,0.707,0.707,0.3,0.28,0.127,0.005,0.009,0.0002026,0.0,0.0,0.0,0.0,6.013e-08,0.001,3.0,7.069,87.55,0.045,6.366,54.413,957.78,1111.695,0.05,0.026,1.22264,0.19558
3.6,477.7490064,77.66639280000001,-2.887,254.849,2.889,36.183,0.017,11.0285784,0.027,4.429,0.108,28.61,-80.6,0.998,0.062,-4.01e-07,0.0004888,8.141e-05,612.886,130.0,2.105,0.021,33.393,28.454,1.646,0.229,5768000.0,0.0,11.367,0.706,0.706,0.3,0.279,0.127,0.01,0.017,-0.0001882,0.0,0.0,0.0,0.0,6.741e-07,0.001,3.0,7.069,87.552,0.026,6.763,54.367,957.321,1111.644,0.05,0.026,1.22264,0.19558
3.65,481.5971064,76.2676656,-2.819,250.258,2.82,36.401,0.017,11.095024800000001,0.027,4.296,0.059,28.61,-80.6,0.998,0.05,-4.02e-07,-0.0003776,1.301e-05,612.886,130.0,2.105,0.021,33.396,28.454,1.647,0.225,5661000.0,0.0,10.949,0.706,0.706,0.3,0.279,0.127,0.008,0.013,-0.0004706,0.0,0.0,0.0,0.0,-4.172e-07,0.0009959,3.0,7.069,87.538,0.012,6.218,54.322,956.87,1111.594,0.05,0.026,1.22264,0.19558
3.7,485.37632160000004,74.9012472,-2.753,245.776,2.754,36.614,0.018,11.1599472,0.028,4.211,0.051,28.61,-80.6,0.998,0.062,-3.975e-07,0.001,2.937e-05,612.886,130.0,2.105,0.021,33.391,28.454,1.646,0.221,5558000.0,0.0,10.551,0.706,0.706,0.3,0.279,0.126,0.01,0.016,0.0002662,0.0,0.0,0.0,0.0,3.406e-06,0.0009781,3.0,7.069,87.544,0.011,6.055,54.277,956.428,1111.545,0.05,0.027,1.22264,0.19558
3.75,489.0878712,73.5671376,-2.689,241.397,2.69,36.822,0.018,11.223345600000002,0.028,4.125,0.057,28.61,-80.6,0.998,0.041,-4.367e-07,0.003,-3.088e-05,612.886,130.0,2.105,0.021,33.397,28.454,1.648,0.217,5458000.0,0.0,10.169,0.705,0.705,0.3,0.279,0.126,0.007,0.01,-0.0001293,0.0,0.0,0.0,0.0,1.968e-05,0.0009607,3.0,7.069,87.579,0.016,5.91,54.233,955.993,1111.496,0.05,0.027,1.22264,0.19558
3.8,492.733584,72.26381280000001,-2.628,237.119,2.629,37.026,0.018,11.285524800000001,0.028,4.012,0.082,28.61,-80.6,0.998,0.035,-4.223e-07,-0.003,-1.058e-05,612.886,130.0,2.105,0.021,33.398,28.454,1.648,0.214,5359000.0,0.0,9.804,0.705,0.705,0.3,0.279,0.126,0.006,0.009,0.0004842,0.0,0.0,0.0,0.0,-2.14e-05,0.0009436,3.0,7.069,87.628,0.027,5.967,54.19,955.567,1111.449,0.05,0.028,1.22264,0.19558
3.85,496.3146792,70.99005360000001,-2.568,232.938,2.571,37.223,0.019,11.3455704,0.029,3.857,0.107,28.61,-80.6,0.998,0.116,-4.031e-07,-0.0005344,-2.199e-05,612.886,130.0,2.105,0.021,33.37,28.454,1.639,0.21,5264000.0,0.0,9.455,0.705,0.705,0.3,0.279,0.126,0.019,0.03,0.0001212,0.0,0.0,0.0,0.0,-9.642e-07,0.000927,3.0,7.069,87.659,0.038,6.152,54.148,955.147,1111.402,0.05,0.029,1.22264,0.19558
3.9,499.83298560000003,69.744336,-2.512,228.85,2.515,37.411,0.019,11.4028728,0.029,3.676,0.113,28.61,-80.6,0.998,0.142,-4.172e-07,0.003,2.035e-07,612.886,130.0,2.105,0.021,33.36,28.454,1.635,0.206,5170000.0,0.0,9.12,0.704,0.704,0.3,0.278,0.126,0.023,0.037,0.0002947,0.0,0.0,0.0,0.0,2.433e-05,0.0009107,3.0,7.069,87.64,0.046,6.332,54.107,954.736,1111.356,0.05,0.029,1.22264,0.19558
3.95,503.2897224,68.5254408,-2.46,224.849,2.461,37.591,0.019,11.457736800000001,0.029,3.525,0.074,28.61,-80.6,0.998,0.035,-4.082e-07,0.005,-6.338e-05,612.886,130.0,2.105,0.021,33.395,28.454,1.647,0.202,5078000.0,0.0,8.796,0.704,0.704,0.3,0.278,0.125,0.006,0.009,-0.0002493,0.0,0.0,0.0,0.0,7.873e-05,0.0008948,3.0,7.069,87.569,0.046,6.141,54.066,954.349,1111.311,0.05,0.029,1.22264,0.19558
4,506.685804,67.33153920000001,-2.41,220.931,2.41,37.765,0.019,11.510772000000001,0.029,3.432,0.045,28.61,-80.6,0.998,0.057,-4.11e-07,-0.004,-4.364e-05,612.886,130.0,2.105,0.021,33.387,28.454,1.644,0.199,4988000.0,0.0,8.486,0.704,0.704,0.3,0.278,0.125,0.009,0.015,-0.000371,0.0,0.0,0.0,0.0,-7.154e-05,0.0008792,3.0,7.069,87.484,0.035,6.045,54.026,953.97,1111.267,0.05,0.03,1.22264,0.19558
4.05,510.02305920000003,66.16232640000001,-2.36,217.094,2.361,37.934,0.02,11.5622832,0.03,3.36,0.047,28.61,-80.6,0.998,0.05,-4.4e-07,-0.003,5.709e-05,612.886,130.0,2.105,0.021,33.388,28.454,1.645,0.196,4901000.0,0.0,8.189,0.703,0.703,0.3,0.278,0.125,0.008,0.014,-0.0003826,0.0,0.0,0.0,0.0,-4.007e-05,0.0008639,3.0,7.069,87.416,0.024,6.246,53.986,953.598,1111.224,0.05,0.03,1.22264,0.19558
4.1,513.3024024,65.0162784,-2.315,213.334,2.315,38.101,0.02,11.6131848,0.03,3.329,0.003,28.61,-80.6,0.998,0.211,-4.055e-07,-0.0003663,7.001e-07,612.886,130.0,2.105,0.021,33.334,28.454,1.627,0.192,4814000.0,0.0,7.902,0.703,0.703,0.3,0.278,0.125,0.034,0.055,-8.569e-05,0.0,0.0,0.0,0.0,-5.401e-07,0.000849,3.0,7.069,87.379,0.021,5.623,53.948,953.232,1111.181,0.05,0.03,1.22264,0.19558
4.15,516.5250528,63.8930904,-2.267,209.649,2.267,38.267,0.02,11.663781600000002,0.03,3.309,0.03,28.61,-80.6,0.998,0.096,-4.222e-07,0.003,-7.052e-06,612.886,130.0,2.105,0.021,33.371,28.454,1.639,0.189,4730000.0,0.0,7.626,0.703,0.703,0.3,0.278,0.125,0.015,0.025,6.703e-05,0.0,0.0,0.0,0.0,2.878e-05,0.0008343,3.0,7.069,87.405,0.024,5.85,53.91,952.873,1111.139,0.05,0.031,1.22264,0.19558
4.2,519.6922296,62.792457600000006,-2.222,206.037,2.223,38.431,0.021,11.7137688,0.031,3.251,0.04,28.61,-80.6,0.998,0.052,-4.208e-07,0.004,-1.769e-05,612.886,130.0,2.105,0.021,33.385,28.454,1.644,0.186,4648000.0,0.0,7.36,0.703,0.703,0.301,0.278,0.124,0.008,0.014,2.535e-06,0.0,0.0,0.0,0.0,7.335e-05,0.0008199,3.0,7.069,87.469,0.029,5.669,53.872,952.52,1111.098,0.05,0.031,1.22264,0.19558
4.25,522.8048472,61.713160800000004,-2.18,202.496,2.18,38.592,0.021,11.7628416,0.031,3.181,0.047,28.61,-80.6,0.998,0.017,-4.04e-07,0.005,4.775e-05,612.886,130.0,2.105,0.021,33.397,28.454,1.648,0.182,4566000.0,0.0,7.105,0.702,0.702,0.301,0.277,0.124,0.003,0.004,-0.000184,0.0,0.0,0.0,0.0,0.0001019,0.0008058,3.0,7.069,87.551,0.033,5.423,53.836,952.172,1111.057,0.05,0.031,1.22264,0.19558
4.3,525.86382,60.6548952,-2.138,199.023,2.139,38.749,0.021,11.810695200000001,0.031,3.096,0.057,28.61,-80.6,0.998,0.037,-4.206e-07,-0.005,3.413e-05,612.886,130.0,2.105,0.021,33.389,28.454,1.645,0.179,4487000.0,0.0,6.858,0.702,0.702,0.301,0.277,0.124,0.006,0.01,0.0001342,0.0,0.0,0.0,0.0,-9.694e-05,0.000792,3.0,7.069,87.637,0.043,5.25,53.8,951.831,1111.017,0.05,0.031,1.22264,0.19558
