Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (m),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers,Mach number,Reynolds number ,Thrust (N),Drag force (N),Drag coefficient,Axial drag coefficient,Friction drag coefficient,Pressure drag coefficient,Base drag coefficient,Normal force coefficient,Pitch moment coefficient,Yaw moment coefficient,Side force coefficient,Roll moment coefficient,Roll forcing coefficient,Roll damping coefficient,Pitch damping coefficient,Coriolis acceleration (G),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
69.5,159.455,-31.135,0.016,65.431,0.017,-3352.649,4.925,3352.653,179.916,57.548,0.006,28.61,-80.61,0.999,155.907,-4.204e-7,-4.679e-4,-1.175e-5,612.886,130,2.105,0.021,37.712,28.454,3.086,0.054,1.402e6,0,-0.797,0.696,-0.86,0.301,0.274,0.12,6.522,-0.205,4.238e-4,0,0,0,0,-1.118e-5,2.889e-4,3,7.069,7.191,-0.179,6.311,59.427,1007.56,1117.233,0.05,0.42
69.55,157.899,-31.111,0.013,65.412,0.014,-3355.526,4.933,3355.53,179.916,57.54,0.005,28.61,-80.61,0.999,155.872,-4.206e-7,-0.002,-1.239e-5,612.886,130,2.105,0.021,37.704,28.454,3.084,0.054,1.399e6,0,-0.793,0.696,-0.86,0.301,0.274,0.12,6.532,-0.226,4.119e-4,0,0,0,0,-1.712e-4,2.889e-4,3,7.069,7.212,-0.179,6.45,59.433,1007.616,1117.239,0.05,0.42
69.6,156.344,-31.093,0.01,65.396,0.011,-3358.403,4.941,3358.407,179.916,57.532,0.005,28.61,-80.61,0.999,155.918,-4.214e-7,-0.003,-1.373e-5,612.886,130,2.105,0.021,37.714,28.454,3.087,0.054,1.398e6,0,-0.793,0.696,-0.86,0.301,0.274,0.12,6.519,-0.198,-1.234e-4,0,0,0,0,-5.169e-4,2.888e-4,3,7.069,7.257,-0.178,6.472,59.438,1007.671,1117.245,0.05,0.421
69.65,154.79,-31.078,0.008,65.382,0.009,-3361.279,4.949,3361.283,179.916,57.524,0.005,28.61,-80.61,0.999,156.1,-4.205e-7,-0.004,-1.073e-5,612.886,130,2.105,0.021,37.752,28.454,3.099,0.054,1.402e6,0,-0.799,0.696,-0.862,0.301,0.274,0.12,6.468,-0.089,-3.908e-4,0,0,0,0,-8.504e-4,2.887e-4,3,7.069,7.323,-0.178,6.253,59.444,1007.727,1117.252,0.05,0.421
69.7,153.236,-31.068,0.005,65.371,0.006,-3364.155,4.957,3364.159,179.916,57.516,0.004,28.61,-80.611,0.999,156.211,-4.227e-7,-0.004,-9.127e-6,612.886,130,2.105,0.021,37.775,28.454,3.107,0.054,1.403e6,0,-0.802,0.696,-0.864,0.301,0.274,0.12,6.437,-0.022,1.794e-4,0,0,0,0,-0.001,2.887e-4,3,7.069,7.401,-0.178,6.195,59.449,1007.782,1117.258,0.05,0.421
69.75,151.683,-31.063,0.002,65.363,0.004,-3367.031,4.965,3367.035,179.916,57.51,0.004,28.61,-80.611,0.999,156.353,-4.191e-7,-0.004,-1.061e-5,612.886,130,2.105,0.021,37.804,28.454,3.117,0.054,1.405e6,0,-0.806,0.696,-0.865,0.301,0.274,0.12,6.397,0.062,5.719e-5,0,0,0,0,-9.397e-4,2.887e-4,3,7.069,7.48,-0.178,6.07,59.455,1007.838,1117.264,0.05,0.421
69.8,150.13,-31.064,-0.003,65.359,0.004,-3369.906,4.973,3369.91,179.915,57.505,0.002,28.61,-80.611,0.999,156.312,-4.192e-7,-0.004,-9.874e-6,612.886,130,2.105,0.021,37.796,28.454,3.114,0.054,1.401e6,0,-0.8,0.696,-0.865,0.301,0.274,0.12,6.408,0.038,5.108e-5,0,0,0,0,-8.104e-4,2.886e-4,3,7.069,7.555,-0.177,6.299,59.46,1007.893,1117.27,0.05,0.422
69.85,148.576,-31.072,-0.007,65.36,0.007,-3372.781,4.981,3372.785,179.915,57.502,7.625e-4,28.61,-80.611,0.999,156.256,-4.229e-7,-0.004,-7.575e-6,612.886,130,2.105,0.021,37.784,28.454,3.11,0.053,1.396e6,0,-0.794,0.696,-0.864,0.301,0.274,0.12,6.424,0.005,-3.695e-4,0,0,0,0,-7.6e-4,2.886e-4,3,7.069,7.625,-0.177,6.534,59.466,1007.948,1117.276,0.05,0.422
69.9,147.022,-31.085,-0.008,65.365,0.008,-3375.657,4.988,3375.66,179.915,57.501,6.125e-4,28.61,-80.611,0.999,156.39,-4.232e-7,-0.004,-7.162e-6,612.886,130,2.105,0.021,37.812,28.454,3.119,0.054,1.4e6,0,-0.799,0.696,-0.866,0.301,0.274,0.12,6.387,0.084,-5.295e-5,0,0,0,0,-6.474e-4,2.887e-4,3,7.069,7.692,-0.177,6.377,59.472,1008.004,1117.282,0.05,0.422
69.95,145.468,-31.099,-0.009,65.371,0.009,-3378.532,4.996,3378.535,179.915,57.5,3.945e-4,28.61,-80.611,0.999,156.495,-4.213e-7,-0.003,-7.365e-6,612.886,130,2.105,0.021,37.834,28.454,3.127,0.054,1.402e6,0,-0.803,0.696,-0.867,0.301,0.274,0.12,6.357,0.147,-3.77e-4,0,0,0,0,-4.059e-4,2.887e-4,3,7.069,7.75,-0.177,6.259,59.477,1008.059,1117.289,0.05,0.422
70,143.912,-31.115,-0.011,65.379,0.011,-3381.407,5.004,3381.41,179.915,57.5,6.916e-4,28.61,-80.611,0.999,156.453,-4.197e-7,-0.002,-9.911e-6,612.886,130,2.105,0.021,37.825,28.454,3.124,0.054,1.399e6,0,-0.8,0.696,-0.866,0.301,0.274,0.12,6.369,0.121,-3.788e-4,0,0,0,0,-1.98e-4,2.887e-4,3,7.069,7.793,-0.177,6.406,59.483,1008.115,1117.295,0.05,0.423
70.05,142.356,-31.132,-0.01,65.388,0.01,-3384.282,5.012,3384.285,179.915,57.501,4.222e-4,28.61,-80.611,0.999,156.55,-4.208e-7,-0.001,-7.318e-6,612.886,130,2.105,0.021,37.845,28.454,3.13,0.054,1.403e6,0,-0.805,0.696,-0.867,0.301,0.274,0.12,6.342,0.18,-2.352e-4,0,0,0,0,-5.191e-5,2.887e-4,3,7.069,7.82,-0.177,6.237,59.488,1008.17,1117.301,0.05,0.423
70.1,140.799,-31.145,-0.006,65.394,0.006,-3387.157,5.02,3387.16,179.915,57.501,0.001,28.61,-80.611,0.999,156.785,-4.208e-7,5.974e-4,-1.086e-5,612.886,130,2.105,0.021,37.894,28.454,3.147,0.054,1.413e6,0,-0.819,0.696,-0.87,0.301,0.274,0.12,6.277,0.319,-2.777e-4,0,0,0,0,1.795e-5,2.888e-4,3,7.069,7.825,-0.177,5.745,59.494,1008.226,1117.307,0.05,0.423
70.15,139.242,-31.151,-0.001,65.394,0.003,-3390.032,5.028,3390.035,179.915,57.497,0.003,28.61,-80.611,0.999,156.949,-4.194e-7,0.003,-6.767e-6,612.886,130,2.105,0.021,37.927,28.454,3.158,0.054,1.422e6,0,-0.83,0.696,-0.872,0.301,0.274,0.12,6.232,0.416,-4.762e-4,0,0,0,0,4.444e-4,2.888e-4,3,7.069,7.793,-0.176,5.33,59.5,1008.282,1117.313,0.05,0.424
70.2,137.684,-31.152,6.839e-4,65.39,0.003,-3392.906,5.036,3392.91,179.915,57.492,0.003,28.61,-80.611,0.999,156.785,-4.229e-7,0.005,-6.793e-6,612.886,130,2.105,0.021,37.893,28.454,3.147,0.054,1.418e6,0,-0.824,0.696,-0.87,0.301,0.274,0.12,6.277,0.317,-7.381e-5,0,0,0,0,0.001,2.887e-4,3,7.069,7.717,-0.176,5.51,59.505,1008.337,1117.319,0.05,0.424
70.25,136.127,-31.15,0.002,65.385,0.003,-3395.781,5.043,3395.785,179.915,57.488,0.003,28.61,-80.611,0.999,156.447,-4.208e-7,0.007,-5.231e-6,612.886,130,2.105,0.021,37.824,28.454,3.123,0.054,1.409e6,0,-0.81,0.696,-0.866,0.301,0.274,0.12,6.371,0.116,1.925e-4,0,0,0,0,0.002,2.887e-4,3,7.069,7.605,-0.176,5.972,59.511,1008.393,1117.326,0.05,0.424
70.3,134.569,-31.142,0.007,65.377,0.008,-3398.655,5.051,3398.659,179.915,57.483,0.004,28.61,-80.611,0.999,156.314,-4.186e-7,0.007,-2.888e-6,612.886,130,2.105,0.021,37.796,28.454,3.114,0.054,1.408e6,0,-0.808,0.696,-0.865,0.301,0.274,0.12,6.408,0.037,1.024e-4,0,0,0,0,0.003,2.887e-4,3,7.069,7.478,-0.176,5.988,59.516,1008.448,1117.332,0.05,0.424
70.35,133.012,-31.129,0.01,65.365,0.011,-3401.529,5.059,3401.533,179.915,57.476,0.004,28.61,-80.611,0.999,156.058,-4.206e-7,0.007,-1.205e-6,612.886,130,2.105,0.021,37.743,28.454,3.096,0.054,1.402e6,0,-0.799,0.696,-0.862,0.301,0.274,0.12,6.48,-0.117,2.603e-4,0,0,0,0,0.003,2.886e-4,3,7.069,7.348,-0.176,6.262,59.522,1008.504,1117.338,0.05,0.425
70.4,131.456,-31.112,0.011,65.351,0.012,-3404.403,5.067,3404.406,179.915,57.47,0.004,28.61,-80.611,0.999,155.777,-4.258e-7,0.006,-5.21e-6,612.886,130,2.105,0.021,37.685,28.454,3.077,0.053,1.395e6,0,-0.787,0.696,-0.859,0.301,0.274,0.12,6.559,-0.285,1.675e-5,0,0,0,0,0.002,2.886e-4,3,7.069,7.232,-0.176,6.613,59.528,1008.559,1117.344,0.05,0.425
70.45,129.901,-31.09,0.016,65.333,0.017,-3407.276,5.075,3407.28,179.915,57.462,0.006,28.61,-80.611,0.999,155.837,-4.197e-7,0.004,-6.803e-7,612.886,130,2.105,0.021,37.697,28.454,3.081,0.054,1.4e6,0,-0.794,0.696,-0.859,0.301,0.274,0.12,6.542,-0.248,-4.292e-4,0,0,0,0,8.403e-4,2.885e-4,3,7.069,7.144,-0.176,6.342,59.533,1008.615,1117.35,0.05,0.425
70.5,128.348,-31.063,0.018,65.311,0.019,-3410.149,5.083,3410.153,179.915,57.451,0.007,28.61,-80.611,0.999,155.85,-4.195e-7,0.002,0,612.886,130,2.105,0.021,37.7,28.454,3.082,0.054,1.402e6,0,-0.796,0.696,-0.859,0.301,0.274,0.12,6.539,-0.24,6.832e-5,0,0,0,0,3.174e-4,2.884e-4,3,7.069,7.086,-0.176,6.232,59.539,1008.67,1117.357,0.05,0.425
70.55,126.795,-31.038,0.013,65.29,0.014,-3413.021,5.09,3413.025,179.915,57.441,0.005,28.61,-80.611,0.999,155.515,-4.201e-7,3.403e-4,-1.803e-6,612.886,130,2.105,0.021,37.63,28.454,3.059,0.053,1.388e6,0,-0.777,0.696,-0.855,0.301,0.274,0.12,6.634,-0.441,-2.36e-4,0,0,0,0,6.039e-6,2.883e-4,3,7.069,7.059,-0.176,6.881,59.544,1008.726,1117.363,0.05,0.426
70.6,125.244,-31.021,0.009,65.275,0.01,-3415.893,5.098,3415.897,179.914,57.433,0.004,28.61,-80.611,0.999,155.424,-4.208e-7,-0.003,-3.329e-6,612.886,130,2.105,0.021,37.611,28.454,3.052,0.053,1.383e6,0,-0.77,0.696,-0.854,0.301,0.274,0.12,6.66,-0.496,-4.378e-4,0,0,0,0,-3.463e-4,2.883e-4,3,7.069,7.078,-0.176,7.118,59.55,1008.781,1117.369,0.05,0.426
70.65,123.693,-31.01,0.004,65.265,0.005,-3418.764,5.106,3418.768,179.914,57.428,0.003,28.61,-80.611,0.999,155.4,-4.193e-7,-0.006,-5.351e-6,612.886,130,2.105,0.021,37.606,28.454,3.051,0.053,1.379e6,0,-0.765,0.696,-0.854,0.301,0.274,0.12,6.667,-0.51,-4.959e-4,0,0,0,0,-0.002,2.882e-4,3,7.069,7.153,-0.176,7.323,59.555,1008.836,1117.375,0.05,0.426
70.7,122.142,-31.007,-0.001,65.261,0.002,-3421.636,5.114,3421.639,179.914,57.424,0.002,28.61,-80.611,0.999,155.564,-4.15e-7,-0.009,-4.339e-6,612.886,130,2.105,0.021,37.64,28.454,3.062,0.053,1.38e6,0,-0.769,0.696,-0.856,0.301,0.274,0.12,6.62,-0.408,1.693e-5,0,0,0,0,-0.004,2.882e-4,3,7.069,7.282,-0.176,7.251,59.561,1008.892,1117.381,0.05,0.426
70.75,120.592,-31.017,-0.011,65.265,0.011,-3424.507,5.121,3424.511,179.914,57.424,0.002,28.61,-80.611,0.999,155.536,-4.213e-7,-0.011,-5.768e-6,612.886,130,2.105,0.021,37.634,28.454,3.06,0.052,1.373e6,0,-0.76,0.696,-0.856,0.301,0.274,0.12,6.628,-0.422,-8e-6,0,0,0,0,-0.007,2.882e-4,3,7.069,7.458,-0.176,7.635,59.567,1008.947,1117.387,0.05,0.427
70.8,119.041,-31.038,-0.016,65.278,0.016,-3427.378,5.129,3427.382,179.914,57.427,0.003,28.61,-80.611,0.999,155.928,-4.141e-7,-0.013,-5.772e-6,612.886,130,2.105,0.021,37.716,28.454,3.087,0.053,1.381e6,0,-0.773,0.696,-0.86,0.301,0.274,0.12,6.517,-0.184,7.57e-6,0,0,0,0,-0.009,2.883e-4,3,7.069,7.676,-0.176,7.262,59.572,1009.002,1117.393,0.05,0.427
70.85,117.488,-31.07,-0.024,65.299,0.024,-3430.25,5.137,3430.253,179.914,57.433,0.005,28.61,-80.611,0.999,156.188,-4.211e-7,-0.014,-4.261e-6,612.886,130,2.105,0.021,37.77,28.454,3.105,0.053,1.383e6,0,-0.778,0.696,-0.863,0.301,0.274,0.12,6.443,-0.027,2.635e-4,0,0,0,0,-0.01,2.884e-4,3,7.069,7.915,-0.176,7.177,59.578,1009.058,1117.4,0.05,0.427
70.9,115.933,-31.115,-0.032,65.329,0.033,-3433.121,5.145,3433.125,179.914,57.443,0.008,28.61,-80.611,0.999,156.351,-4.281e-7,-0.013,-4.039e-6,612.886,130,2.105,0.021,37.804,28.454,3.117,0.053,1.382e6,0,-0.778,0.696,-0.865,0.301,0.274,0.12,6.398,0.07,4.341e-5,0,0,0,0,-0.009,2.885e-4,3,7.069,8.159,-0.175,7.274,59.583,1009.113,1117.406,0.05,0.427
70.95,114.376,-31.171,-0.037,65.367,0.039,-3435.994,5.152,3435.998,179.914,57.457,0.009,28.61,-80.611,0.999,156.635,-4.209e-7,-0.012,-3.617e-6,612.886,130,2.105,0.021,37.863,28.454,3.136,0.053,1.386e6,0,-0.786,0.696,-0.868,0.301,0.274,0.12,6.318,0.238,-2.282e-4,0,0,0,0,-0.008,2.886e-4,3,7.069,8.394,-0.175,7.098,59.589,1009.169,1117.412,0.05,0.428
71,112.816,-31.238,-0.045,65.415,0.047,-3438.867,5.16,3438.871,179.914,57.475,0.013,28.61,-80.611,0.999,156.632,-4.223e-7,-0.011,-2.383e-6,612.886,130,2.105,0.021,37.862,28.454,3.136,0.053,1.381e6,0,-0.78,0.696,-0.868,0.301,0.274,0.12,6.319,0.235,-1.882e-5,0,0,0,0,-0.006,2.888e-4,3,7.069,8.605,-0.175,7.431,59.595,1009.224,1117.418,0.05,0.428
71.05,111.252,-31.312,-0.047,65.469,0.049,-3441.741,5.168,3441.745,179.914,57.496,0.014,28.61,-80.611,0.999,156.868,-4.186e-7,-0.009,-3.78e-6,612.886,130,2.105,0.021,37.911,28.454,3.152,0.053,1.387e6,0,-0.789,0.696,-0.871,0.301,0.274,0.12,6.254,0.373,-2.435e-4,0,0,0,0,-0.004,2.89e-4,3,7.069,8.787,-0.175,7.226,59.6,1009.28,1117.424,0.05,0.428
71.1,109.685,-31.39,-0.05,65.529,0.052,-3444.617,5.175,3444.621,179.914,57.521,0.016,28.61,-80.611,0.999,156.876,-4.158e-7,-0.007,-4.416e-6,612.886,130,2.105,0.021,37.912,28.454,3.153,0.053,1.385e6,0,-0.787,0.696,-0.871,0.301,0.274,0.12,6.252,0.375,4.733e-4,0,0,0,0,-0.002,2.893e-4,3,7.069,8.929,-0.175,7.391,59.606,1009.336,1117.431,0.05,0.428
71.15,108.113,-31.47,-0.05,65.591,0.053,-3447.493,5.183,3447.497,179.914,57.548,0.018,28.61,-80.611,0.999,156.932,-4.199e-7,-0.004,-3.755e-6,612.886,130,2.105,0.021,37.924,28.454,3.157,0.053,1.387e6,0,-0.789,0.696,-0.871,0.301,0.274,0.12,6.236,0.407,-1.04e-4,0,0,0,0,-9.937e-4,2.895e-4,3,7.069,9.03,-0.175,7.376,59.611,1009.392,1117.437,0.05,0.429
71.2,106.538,-31.55,-0.05,65.656,0.053,-3450.372,5.191,3450.376,179.914,57.579,0.02,28.61,-80.611,0.999,156.779,-4.203e-7,-0.002,-2.599e-6,612.886,130,2.105,0.021,37.892,28.454,3.146,0.053,1.382e6,0,-0.783,0.696,-0.87,0.301,0.274,0.12,6.278,0.315,-4.848e-5,0,0,0,0,-2.368e-4,2.898e-4,3,7.069,9.087,-0.175,7.688,59.617,1009.448,1117.443,0.05,0.429
71.25,104.958,-31.624,-0.042,65.718,0.046,-3453.251,5.198,3453.255,179.914,57.609,0.018,28.61,-80.611,0.999,157.068,-4.203e-7,3.954e-4,-4.569e-6,612.886,130,2.105,0.021,37.952,28.454,3.166,0.053,1.396e6,0,-0.801,0.696,-0.873,0.301,0.274,0.12,6.199,0.486,-2.532e-4,0,0,0,0,8.071e-6,2.9e-4,3,7.069,9.104,-0.175,7.067,59.623,1009.505,1117.449,0.05,0.429
71.3,103.375,-31.688,-0.036,65.774,0.04,-3456.132,5.206,3456.136,179.914,57.637,0.017,28.61,-80.611,0.999,157.109,-4.208e-7,0.004,-3.902e-6,612.886,130,2.105,0.021,37.96,28.454,3.169,0.054,1.402e6,0,-0.808,0.696,-0.873,0.301,0.274,0.12,6.188,0.509,-3.55e-4,0,0,0,0,6.421e-4,2.902e-4,3,7.069,9.069,-0.175,6.847,59.628,1009.561,1117.456,0.05,0.429
71.35,101.79,-31.743,-0.032,65.825,0.037,-3459.015,5.214,3459.019,179.914,57.666,0.018,28.61,-80.611,0.999,156.808,-4.214e-7,0.006,-9.759e-7,612.886,130,2.105,0.021,37.898,28.454,3.148,0.053,1.396e6,0,-0.799,0.696,-0.87,0.301,0.274,0.12,6.27,0.331,4.669e-4,0,0,0,0,0.002,2.905e-4,3,7.069,8.979,-0.175,7.206,59.634,1009.618,1117.462,0.05,0.43
71.4,100.201,-31.786,-0.022,65.87,0.027,-3461.899,5.221,3461.903,179.914,57.693,0.016,28.61,-80.611,0.999,156.805,-4.17e-7,0.008,-1.351e-6,612.886,130,2.105,0.021,37.898,28.454,3.148,0.054,1.403e6,0,-0.807,0.696,-0.87,0.301,0.274,0.12,6.271,0.327,1.346e-4,0,0,0,0,0.004,2.906e-4,3,7.069,8.848,-0.175,6.911,59.64,1009.675,1117.468,0.05,0.43
71.45,98.611,-31.814,-0.013,65.905,0.019,-3464.784,5.229,3464.788,179.914,57.718,0.014,28.61,-80.611,0.999,156.685,-4.206e-7,0.01,-1.649e-6,612.886,130,2.105,0.021,37.873,28.454,3.14,0.054,1.406e6,0,-0.809,0.696,-0.869,0.301,0.274,0.12,6.305,0.255,3.242e-4,0,0,0,0,0.005,2.908e-4,3,7.069,8.682,-0.175,6.8,59.646,1009.731,1117.475,0.05,0.43
71.5,97.02,-31.826,-0.003,65.93,0.012,-3467.671,5.236,3467.675,179.913,57.739,0.012,28.61,-80.611,0.999,156.531,-4.223e-7,0.011,-1.804e-6,612.886,130,2.105,0.021,37.841,28.454,3.129,0.054,1.408e6,0,-0.81,0.696,-0.867,0.301,0.274,0.12,6.347,0.161,-5.844e-5,0,0,0,0,0.007,2.909e-4,3,7.069,8.486,-0.175,6.719,59.651,1009.788,1117.481,0.05,0.43
71.55,95.429,-31.825,0.004,65.946,0.012,-3470.558,5.244,3470.562,179.913,57.758,0.011,28.61,-80.611,0.999,156.156,-4.14e-7,0.012,-2.306e-7,612.886,130,2.105,0.021,37.763,28.454,3.103,0.054,1.402e6,0,-0.799,0.696,-0.863,0.301,0.274,0.12,6.452,-0.063,4.912e-4,0,0,0,0,0.007,2.91e-4,3,7.069,8.275,-0.175,7.065,59.657,1009.845,1117.487,0.05,0.431
71.6,93.838,-31.813,0.011,65.955,0.015,-3473.446,5.252,3473.45,179.913,57.775,0.01,28.61,-80.611,0.999,155.895,-4.282e-7,0.011,-3.915e-6,612.886,130,2.105,0.021,37.709,28.454,3.085,0.053,1.399e6,0,-0.793,0.696,-0.86,0.301,0.274,0.12,6.526,-0.219,-3.486e-4,0,0,0,0,0.006,2.91e-4,3,7.069,8.069,-0.175,7.209,59.663,1009.902,1117.494,0.05,0.431
71.65,92.248,-31.787,0.021,65.953,0.022,-3476.336,5.259,3476.34,179.913,57.788,0.006,28.61,-80.611,0.999,155.937,-4.26e-7,0.01,-3.069e-6,612.886,130,2.105,0.021,37.718,28.454,3.088,0.054,1.407e6,0,-0.802,0.696,-0.86,0.301,0.274,0.12,6.514,-0.192,-3.763e-4,0,0,0,0,0.005,2.91e-4,3,7.069,7.886,-0.175,6.817,59.668,1009.958,1117.5,0.05,0.431
71.7,90.659,-31.75,0.024,65.944,0.025,-3479.225,5.267,3479.229,179.913,57.797,0.005,28.61,-80.611,0.999,155.695,-4.206e-7,0.008,-7.652e-7,612.886,130,2.105,0.021,37.667,28.454,3.071,0.054,1.402e6,0,-0.794,0.696,-0.858,0.301,0.274,0.12,6.583,-0.336,7.326e-5,0,0,0,0,0.003,2.91e-4,3,7.069,7.727,-0.175,7.052,59.674,1010.015,1117.506,0.05,0.431
71.75,89.073,-31.707,0.03,65.929,0.03,-3482.115,5.275,3482.119,179.913,57.804,0.002,28.61,-80.611,0.999,155.777,-4.213e-7,0.006,7.911e-7,612.886,130,2.105,0.021,37.685,28.454,3.077,0.054,1.408e6,0,-0.802,0.696,-0.859,0.301,0.274,0.12,6.559,-0.285,-2.749e-4,0,0,0,0,0.002,2.91e-4,3,7.069,7.604,-0.175,6.717,59.68,1010.072,1117.512,0.05,0.432
71.8,87.489,-31.655,0.035,65.905,0.035,-3485.005,5.282,3485.009,179.913,57.805,7.401e-4,28.61,-80.611,0.999,155.983,-4.228e-7,0.004,-1.038e-6,612.886,130,2.105,0.021,37.727,28.454,3.091,0.054,1.418e6,0,-0.815,0.696,-0.861,0.301,0.274,0.12,6.501,-0.161,-6.552e-5,0,0,0,0,0.001,2.909e-4,3,7.069,7.512,-0.175,6.204,59.686,1010.128,1117.519,0.05,0.432
71.85,85.908,-31.598,0.036,65.876,0.036,-3487.896,5.29,3487.9,179.913,57.803,0.002,28.61,-80.611,0.999,156.003,-4.238e-7,0.003,-2.989e-6,612.886,130,2.105,0.021,37.731,28.454,3.093,0.054,1.419e6,0,-0.817,0.696,-0.861,0.301,0.274,0.12,6.495,-0.148,-2.04e-4,0,0,0,0,5.993e-4,2.908e-4,3,7.069,7.44,-0.175,6.112,59.691,1010.185,1117.525,0.05,0.432
71.9,84.329,-31.543,0.033,65.846,0.033,-3490.786,5.298,3490.79,179.913,57.799,0.002,28.61,-80.611,0.999,155.866,-4.189e-7,0.002,2.483e-6,612.886,130,2.105,0.021,37.703,28.454,3.083,0.054,1.413e6,0,-0.808,0.696,-0.86,0.301,0.274,0.12,6.534,-0.23,-3.902e-4,0,0,0,0,2.513e-4,2.907e-4,3,7.069,7.389,-0.175,6.372,59.697,1010.241,1117.531,0.05,0.432
71.95,82.753,-31.489,0.035,65.815,0.035,-3493.676,5.305,3493.68,179.913,57.794,0.004,28.61,-80.611,0.999,156.111,-4.198e-7,0.001,2.308e-6,612.886,130,2.105,0.021,37.754,28.454,3.1,0.054,1.422e6,0,-0.821,0.696,-0.862,0.301,0.274,0.12,6.465,-0.083,-2.313e-4,0,0,0,0,7.475e-5,2.905e-4,3,7.069,7.359,-0.175,5.896,59.703,1010.297,1117.538,0.05,0.433
72,81.18,-31.433,0.034,65.782,0.034,-3496.565,5.313,3496.569,179.913,57.786,0.006,28.61,-80.611,0.999,156.204,-4.205e-7,8.606e-4,1.191e-6,612.886,130,2.105,0.021,37.773,28.454,3.106,0.054,1.424e6,0,-0.825,0.696,-0.864,0.301,0.274,0.12,6.439,-0.027,3.86e-4,0,0,0,0,3.677e-5,2.904e-4,3,7.069,7.341,-0.175,5.753,59.708,1010.353,1117.544,0.05,0.433
72.05,79.61,-31.381,0.031,65.749,0.031,-3499.454,5.321,3499.458,179.913,57.777,0.006,28.61,-80.611,0.999,156.176,-4.213e-7,6.276e-4,-2.928e-6,612.886,130,2.105,0.021,37.768,28.454,3.105,0.054,1.421e6,0,-0.821,0.696,-0.863,0.301,0.274,0.12,6.446,-0.044,2.269e-4,0,0,0,0,1.964e-5,2.903e-4,3,7.069,7.327,-0.175,5.861,59.714,1010.409,1117.55,0.05,0.433
72.1,78.042,-31.338,0.023,65.723,0.023,-3502.343,5.328,3502.347,179.913,57.77,0.003,28.61,-80.611,0.999,155.842,-4.207e-7,-3.05e-4,2.551e-6,612.886,130,2.105,0.021,37.698,28.454,3.081,0.054,1.406e6,0,-0.8,0.696,-0.859,0.301,0.274,0.12,6.541,-0.244,-2.378e-4,0,0,0,0,-4.741e-6,2.902e-4,3,7.069,7.322,-0.175,6.596,59.72,1010.465,1117.556,0.05,0.434
72.15,76.476,-31.303,0.02,65.702,0.02,-3505.231,5.336,3505.235,179.913,57.766,0.003,28.61,-80.611,0.999,155.84,-4.215e-7,-0.002,3.609e-8,612.886,130,2.105,0.021,37.698,28.454,3.081,0.054,1.404e6,0,-0.797,0.696,-0.859,0.301,0.274,0.12,6.542,-0.245,4.106e-4,0,0,0,0,-1.769e-4,2.901e-4,3,7.069,7.342,-0.175,6.688,59.725,1010.521,1117.562,0.05,0.434
72.2,74.911,-31.275,0.016,65.685,0.016,-3508.119,5.344,3508.123,179.913,57.762,0.002,28.61,-80.611,0.999,155.87,-4.21e-7,-0.003,-1.502e-6,612.886,130,2.105,0.021,37.704,28.454,3.083,0.054,1.402e6,0,-0.795,0.696,-0.86,0.301,0.274,0.12,6.533,-0.227,2.844e-4,0,0,0,0,-5.788e-4,2.9e-4,3,7.069,7.389,-0.175,6.764,59.731,1010.577,1117.569,0.05,0.434
72.25,73.348,-31.252,0.012,65.672,0.012,-3511.007,5.351,3511.011,179.913,57.759,0.002,28.61,-80.611,0.999,155.979,-4.219e-7,-0.005,3.255e-7,612.886,130,2.105,0.021,37.727,28.454,3.091,0.054,1.402e6,0,-0.797,0.696,-0.861,0.301,0.274,0.12,6.502,-0.161,6.626e-6,0,0,0,0,-0.001,2.9e-4,3,7.069,7.462,-0.175,6.724,59.736,1010.633,1117.575,0.05,0.434
72.3,71.786,-31.239,0.005,65.665,0.005,-3513.895,5.359,3513.899,179.913,57.758,5.301e-4,28.61,-80.611,0.999,155.92,-4.209e-7,-0.006,7.8e-7,612.886,130,2.105,0.021,37.714,28.454,3.087,0.053,1.396e6,0,-0.789,0.696,-0.86,0.301,0.274,0.12,6.519,-0.196,4.157e-4,0,0,0,0,-0.002,2.9e-4,3,7.069,7.554,-0.175,7.049,59.742,1010.689,1117.581,0.05,0.435
